DS,Y
1985-01-25,12.65
1985-01-28,12.65
1985-01-29,12.65
1985-01-30,12.71
1985-01-31,12.67
1985-02-01,12.68
1985-02-04,12.75
1985-02-05,12.77
1985-02-06,12.81
1985-02-07,12.81
1985-02-08,12.84
1985-02-11,12.85
1985-02-12,.
1985-02-13,12.95
1985-02-14,12.97
1985-02-15,12.89
1985-02-18,.
1985-02-19,12.96
1985-02-20,12.98
1985-02-21,13.01
1985-02-22,13.07
1985-02-25,13.10
1985-02-26,13.22
1985-02-27,13.00
1985-02-28,12.93
1985-03-01,12.98
1985-03-04,13.08
1985-03-05,13.15
1985-03-06,13.16
1985-03-07,13.06
1985-03-08,13.16
1985-03-11,13.04
1985-03-12,12.92
1985-03-13,13.02
1985-03-14,13.06
1985-03-15,13.10
1985-03-18,13.00
1985-03-19,12.77
1985-03-20,12.60
1985-03-21,12.65
1985-03-22,12.66
1985-03-25,12.77
1985-03-26,12.81
1985-03-27,12.40
1985-03-28,12.50
1985-03-29,12.20
1985-04-01,12.38
1985-04-02,12.56
1985-04-03,12.40
1985-04-04,12.57
1985-04-05,12.57
1985-04-08,12.40
1985-04-09,12.57
1985-04-10,12.60
1985-04-11,12.45
1985-04-12,12.30
1985-04-15,12.25
1985-04-16,12.20
1985-04-17,12.17
1985-04-18,12.37
1985-04-19,12.17
1985-04-22,12.22
1985-04-23,12.32
1985-04-24,12.43
1985-04-25,12.45
1985-04-26,12.50
1985-04-29,12.50
1985-04-30,12.43
1985-05-01,12.55
1985-05-02,12.65
1985-05-03,12.62
1985-05-06,12.62
1985-05-07,12.60
1985-05-08,12.64
1985-05-09,12.54
1985-05-10,12.55
1985-05-13,12.55
1985-05-14,12.49
1985-05-15,12.39
1985-05-16,12.46
1985-05-17,12.48
1985-05-20,12.24
1985-05-21,12.36
1985-05-22,12.42
1985-05-23,12.47
1985-05-24,12.42
1985-05-27,.
1985-05-28,12.52
1985-05-29,12.53
1985-05-30,12.44
1985-05-31,12.47
1985-06-03,12.39
1985-06-04,12.42
1985-06-05,12.44
1985-06-06,12.46
1985-06-07,12.47
1985-06-10,12.51
1985-06-11,12.54
1985-06-12,12.53
1985-06-13,12.54
1985-06-14,12.48
1985-06-17,12.49
1985-06-18,12.44
1985-06-19,12.32
1985-06-20,12.32
1985-06-21,12.42
1985-06-24,12.45
1985-06-25,12.39
1985-06-26,12.40
1985-06-27,12.40
1985-06-28,12.40
1985-07-01,12.30
1985-07-02,12.38
1985-07-03,12.37
1985-07-04,.
1985-07-05,12.37
1985-07-08,12.32
1985-07-09,12.17
1985-07-10,12.02
1985-07-11,12.02
1985-07-12,12.02
1985-07-15,11.97
1985-07-16,11.94
1985-07-17,11.83
1985-07-18,11.82
1985-07-19,11.90
1985-07-22,12.02
1985-07-23,11.86
1985-07-24,11.98
1985-07-25,11.92
1985-07-26,11.98
1985-07-29,11.86
1985-07-30,11.84
1985-07-31,11.80
1985-08-01,11.86
1985-08-02,11.44
1985-08-05,11.95
1985-08-06,11.98
1985-08-07,12.08
1985-08-08,12.00
1985-08-09,12.02
1985-08-12,11.94
1985-08-13,11.90
1985-08-14,11.96
1985-08-15,11.89
1985-08-16,11.82
1985-08-19,11.83
1985-08-20,11.88
1985-08-21,11.92
1985-08-22,11.83
1985-08-23,11.92
1985-08-26,11.92
1985-08-27,11.87
1985-08-28,11.88
1985-08-29,11.90
1985-08-30,11.96
1985-09-02,.
1985-09-03,12.06
1985-09-04,12.08
1985-09-05,12.10
1985-09-06,12.22
1985-09-09,12.40
1985-09-10,12.33
1985-09-11,12.32
1985-09-12,12.44
1985-09-13,12.25
1985-09-16,12.30
1985-09-17,12.28
1985-09-18,12.31
1985-09-19,12.30
1985-09-20,12.22
1985-09-23,11.80
1985-09-24,11.85
1985-09-25,11.88
1985-09-26,11.70
1985-09-27,11.70
1985-09-30,11.97
1985-10-01,11.92
1985-10-02,11.87
1985-10-03,11.97
1985-10-04,11.95
1985-10-07,12.06
1985-10-08,12.05
1985-10-09,12.06
1985-10-10,12.08
1985-10-11,12.09
1985-10-14,.
1985-10-15,12.09
1985-10-16,12.10
1985-10-17,12.08
1985-10-18,12.09
1985-10-21,12.03
1985-10-22,12.04
1985-10-23,12.01
1985-10-24,12.00
1985-10-25,12.04
1985-10-28,12.02
1985-10-29,12.07
1985-10-30,12.06
1985-10-31,12.05
1985-11-01,12.07
1985-11-04,12.06
1985-11-05,12.06
1985-11-06,12.08
1985-11-07,12.08
1985-11-08,12.19
1985-11-11,.
1985-11-12,12.17
1985-11-13,12.16
1985-11-14,12.16
1985-11-15,12.14
1985-11-18,12.18
1985-11-19,12.12
1985-11-20,12.13
1985-11-21,12.07
1985-11-22,12.08
1985-11-25,12.03
1985-11-26,12.07
1985-11-27,12.02
1985-11-28,.
1985-11-29,12.05
1985-12-02,12.04
1985-12-03,12.07
1985-12-04,12.07
1985-12-05,12.07
1985-12-06,12.10
1985-12-09,12.19
1985-12-10,12.20
1985-12-11,12.20
1985-12-12,12.18
1985-12-13,12.17
1985-12-16,12.17
1985-12-17,12.15
1985-12-18,12.19
1985-12-19,12.20
1985-12-20,12.19
1985-12-23,12.19
1985-12-24,12.21
1985-12-25,.
1985-12-26,12.21
1985-12-27,12.19
1985-12-30,12.10
1985-12-31,12.11
1986-01-01,.
1986-01-02,12.05
1986-01-03,12.12
1986-01-06,12.17
1986-01-07,12.13
1986-01-08,12.16
1986-01-09,12.19
1986-01-10,12.09
1986-01-13,12.18
1986-01-14,12.20
1986-01-15,12.21
1986-01-16,12.20
1986-01-17,12.22
1986-01-20,.
1986-01-21,12.31
1986-01-22,12.38
1986-01-23,12.38
1986-01-24,12.37
1986-01-27,12.44
1986-01-28,12.34
1986-01-29,12.33
1986-01-30,12.30
1986-01-31,12.34
1986-02-03,12.45
1986-02-04,12.55
1986-02-05,12.49
1986-02-06,12.47
1986-02-07,12.53
1986-02-10,12.52
1986-02-11,12.49
1986-02-12,12.44
1986-02-13,12.43
1986-02-14,12.44
1986-02-17,.
1986-02-18,12.40
1986-02-19,12.29
1986-02-20,12.24
1986-02-21,12.37
1986-02-24,12.26
1986-02-25,12.12
1986-02-26,12.13
1986-02-27,12.14
1986-02-28,12.27
1986-03-03,12.34
1986-03-04,12.23
1986-03-05,12.22
1986-03-06,12.27
1986-03-07,12.83
1986-03-10,12.25
1986-03-11,12.35
1986-03-12,12.20
1986-03-13,12.30
1986-03-14,12.25
1986-03-17,12.24
1986-03-18,12.23
1986-03-19,12.24
1986-03-20,12.17
1986-03-21,12.17
1986-03-24,12.19
1986-03-25,12.33
1986-03-26,12.33
1986-03-27,12.31
1986-03-28,12.31
1986-03-31,12.31
1986-04-01,12.43
1986-04-02,12.42
1986-04-03,12.44
1986-04-04,12.49
1986-04-07,12.54
1986-04-08,12.50
1986-04-09,12.56
1986-04-10,12.55
1986-04-11,12.48
1986-04-14,12.45
1986-04-15,12.49
1986-04-16,12.41
1986-04-17,12.34
1986-04-18,12.28
1986-04-21,12.36
1986-04-22,12.30
1986-04-23,12.29
1986-04-24,12.22
1986-04-25,12.28
1986-04-28,12.25
1986-04-29,12.27
1986-04-30,12.30
1986-05-01,12.35
1986-05-02,12.44
1986-05-05,12.44
1986-05-06,12.37
1986-05-07,12.34
1986-05-08,12.30
1986-05-09,12.36
1986-05-12,12.32
1986-05-13,12.32
1986-05-14,12.38
1986-05-15,12.36
1986-05-16,12.43
1986-05-19,12.46
1986-05-20,12.42
1986-05-21,12.50
1986-05-22,12.57
1986-05-23,12.64
1986-05-26,.
1986-05-27,12.69
1986-05-28,12.63
1986-05-29,12.69
1986-05-30,12.77
1986-06-02,12.87
1986-06-03,12.70
1986-06-04,12.67
1986-06-05,12.69
1986-06-06,12.58
1986-06-09,12.63
1986-06-10,12.55
1986-06-11,12.44
1986-06-12,12.48
1986-06-13,12.59
1986-06-16,12.53
1986-06-17,12.62
1986-06-18,12.62
1986-06-19,12.62
1986-06-20,12.65
1986-06-23,12.71
1986-06-24,12.58
1986-06-25,12.52
1986-06-26,12.56
1986-06-27,12.54
1986-06-30,12.42
1986-07-01,12.40
1986-07-02,12.42
1986-07-03,12.36
1986-07-04,.
1986-07-07,12.35
1986-07-08,12.37
1986-07-09,12.45
1986-07-10,12.48
1986-07-11,12.51
1986-07-14,12.62
1986-07-15,12.54
1986-07-16,12.47
1986-07-17,12.53
1986-07-18,12.59
1986-07-21,12.59
1986-07-22,12.56
1986-07-23,12.57
1986-07-24,12.53
1986-07-25,12.54
1986-07-28,12.58
1986-07-29,12.56
1986-07-30,12.57
1986-07-31,12.58
1986-08-01,12.58
1986-08-04,12.59
1986-08-05,12.53
1986-08-06,12.55
1986-08-07,12.57
1986-08-08,12.56
1986-08-11,12.54
1986-08-12,12.55
1986-08-13,12.58
1986-08-14,12.57
1986-08-15,12.55
1986-08-18,12.59
1986-08-19,12.61
1986-08-20,12.57
1986-08-21,12.59
1986-08-22,12.57
1986-08-25,12.57
1986-08-26,12.56
1986-08-27,12.58
1986-08-28,12.55
1986-08-29,12.54
1986-09-01,.
1986-09-02,12.57
1986-09-03,12.58
1986-09-04,12.57
1986-09-05,12.57
1986-09-08,12.61
1986-09-09,12.62
1986-09-10,12.62
1986-09-11,12.64
1986-09-12,12.67
1986-09-15,12.70
1986-09-16,12.70
1986-09-17,12.72
1986-09-18,12.67
1986-09-19,12.68
1986-09-22,12.73
1986-09-23,12.75
1986-09-24,12.72
1986-09-25,12.74
1986-09-26,12.78
1986-09-29,12.78
1986-09-30,12.77
1986-10-01,12.80
1986-10-02,12.81
1986-10-03,12.77
1986-10-06,12.77
1986-10-07,12.77
1986-10-08,12.81
1986-10-09,12.78
1986-10-10,12.81
1986-10-13,.
1986-10-14,12.76
1986-10-15,12.79
1986-10-16,12.81
1986-10-17,12.84
1986-10-20,12.83
1986-10-21,12.84
1986-10-22,12.86
1986-10-23,12.91
1986-10-24,12.96
1986-10-27,12.97
1986-10-28,12.92
1986-10-29,12.93
1986-10-30,12.95
1986-10-31,12.98
1986-11-03,12.95
1986-11-04,12.96
1986-11-05,12.94
1986-11-06,12.99
1986-11-07,13.01
1986-11-10,13.01
1986-11-11,.
1986-11-12,13.09
1986-11-13,13.13
1986-11-14,13.10
1986-11-17,13.11
1986-11-18,13.15
1986-11-19,13.15
1986-11-20,13.15
1986-11-21,13.16
1986-11-24,13.14
1986-11-25,13.12
1986-11-26,13.11
1986-11-27,.
1986-11-28,13.10
1986-12-01,13.13
1986-12-02,13.14
1986-12-03,13.14
1986-12-04,13.14
1986-12-05,13.16
1986-12-08,13.18
1986-12-09,13.18
1986-12-10,13.16
1986-12-11,13.18
1986-12-12,13.17
1986-12-15,13.14
1986-12-16,13.17
1986-12-17,13.18
1986-12-18,13.15
1986-12-19,13.16
1986-12-22,13.13
1986-12-23,13.12
1986-12-24,13.13
1986-12-25,.
1986-12-26,13.13
1986-12-29,13.13
1986-12-30,13.13
1986-12-31,13.12
1987-01-01,.
1987-01-02,13.02
1987-01-05,13.05
1987-01-06,13.05
1987-01-07,13.05
1987-01-08,13.08
1987-01-09,13.05
1987-01-12,13.02
1987-01-13,13.04
1987-01-14,13.02
1987-01-15,13.01
1987-01-16,13.00
1987-01-19,.
1987-01-20,13.05
1987-01-21,13.07
1987-01-22,13.02
1987-01-23,13.04
1987-01-26,13.02
1987-01-27,13.04
1987-01-28,12.95
1987-01-29,12.97
1987-01-30,13.04
1987-02-02,13.06
1987-02-03,13.02
1987-02-04,13.03
1987-02-05,13.12
1987-02-06,13.19
1987-02-09,13.13
1987-02-10,13.05
1987-02-11,13.04
1987-02-12,13.03
1987-02-13,13.05
1987-02-16,.
1987-02-17,13.04
1987-02-18,13.04
1987-02-19,13.09
1987-02-20,13.08
1987-02-23,13.03
1987-02-24,13.04
1987-02-25,13.04
1987-02-26,13.05
1987-02-27,13.05
1987-03-02,13.02
1987-03-03,13.02
1987-03-04,13.03
1987-03-05,13.02
1987-03-06,12.98
1987-03-09,12.95
1987-03-10,12.97
1987-03-11,12.92
1987-03-12,12.93
1987-03-13,12.99
1987-03-16,12.99
1987-03-17,12.92
1987-03-18,12.85
1987-03-19,12.86
1987-03-20,12.88
1987-03-23,12.80
1987-03-24,12.79
1987-03-25,12.82
1987-03-26,12.90
1987-03-27,12.89
1987-03-30,12.85
1987-03-31,12.94
1987-04-01,12.94
1987-04-02,13.00
1987-04-03,12.88
1987-04-06,12.85
1987-04-07,12.85
1987-04-08,12.87
1987-04-09,12.85
1987-04-10,12.82
1987-04-13,12.86
1987-04-14,12.80
1987-04-15,12.83
1987-04-16,12.86
1987-04-17,12.84
1987-04-20,12.86
1987-04-21,12.80
1987-04-22,12.82
1987-04-23,12.80
1987-04-24,12.70
1987-04-27,12.63
1987-04-28,12.69
1987-04-29,12.72
1987-04-30,12.65
1987-05-01,12.63
1987-05-04,12.63
1987-05-05,12.61
1987-05-06,12.57
1987-05-07,12.59
1987-05-08,12.59
1987-05-11,12.66
1987-05-12,12.70
1987-05-13,12.70
1987-05-14,12.65
1987-05-15,12.62
1987-05-18,12.61
1987-05-19,12.59
1987-05-20,12.59
1987-05-21,12.63
1987-05-22,12.63
1987-05-25,.
1987-05-26,12.74
1987-05-27,12.89
1987-05-28,12.85
1987-05-29,12.84
1987-06-01,12.89
1987-06-02,12.80
1987-06-03,12.81
1987-06-04,12.84
1987-06-05,12.83
1987-06-08,12.81
1987-06-09,12.75
1987-06-10,12.72
1987-06-11,12.72
1987-06-12,12.75
1987-06-15,12.86
1987-06-16,12.85
1987-06-17,12.85
1987-06-18,12.84
1987-06-19,12.85
1987-06-22,12.91
1987-06-23,12.93
1987-06-24,12.82
1987-06-25,12.87
1987-06-26,12.88
1987-06-29,12.94
1987-06-30,12.89
1987-07-01,12.87
1987-07-02,12.90
1987-07-03,12.89
1987-07-06,12.90
1987-07-07,12.90
1987-07-08,12.94
1987-07-09,12.94
1987-07-10,13.00
1987-07-13,12.99
1987-07-14,13.03
1987-07-15,12.96
1987-07-16,12.99
1987-07-17,13.04
1987-07-20,13.10
1987-07-21,13.11
1987-07-22,13.10
1987-07-23,13.05
1987-07-24,13.08
1987-07-27,13.09
1987-07-28,13.11
1987-07-29,13.08
1987-07-30,13.11
1987-07-31,13.11
1987-08-03,13.12
1987-08-04,13.15
1987-08-05,13.09
1987-08-06,13.09
1987-08-07,13.12
1987-08-10,13.11
1987-08-11,13.11
1987-08-12,13.10
1987-08-13,13.09
1987-08-14,13.10
1987-08-17,13.09
1987-08-18,13.04
1987-08-19,13.08
1987-08-20,13.07
1987-08-21,13.06
1987-08-24,13.06
1987-08-25,13.07
1987-08-26,13.09
1987-08-27,13.05
1987-08-28,13.05
1987-08-31,13.05
1987-09-01,12.98
1987-09-02,12.95
1987-09-03,12.94
1987-09-04,12.93
1987-09-07,.
1987-09-08,12.90
1987-09-09,12.92
1987-09-10,12.96
1987-09-11,12.95
1987-09-14,13.00
1987-09-15,13.00
1987-09-16,12.99
1987-09-17,12.98
1987-09-18,12.95
1987-09-21,12.96
1987-09-22,13.00
1987-09-23,13.04
1987-09-24,13.03
1987-09-25,13.07
1987-09-28,13.07
1987-09-29,13.13
1987-09-30,13.11
1987-10-01,13.11
1987-10-02,13.08
1987-10-05,13.10
1987-10-06,13.06
1987-10-07,13.06
1987-10-08,13.08
1987-10-09,13.06
1987-10-12,.
1987-10-13,13.08
1987-10-14,13.05
1987-10-15,13.05
1987-10-16,13.07
1987-10-19,12.99
1987-10-20,13.03
1987-10-21,13.06
1987-10-22,13.04
1987-10-23,13.02
1987-10-26,12.99
1987-10-27,12.99
1987-10-28,12.99
1987-10-29,13.00
1987-10-30,12.99
1987-11-02,13.00
1987-11-03,13.01
1987-11-04,12.99
1987-11-05,12.93
1987-11-06,12.90
1987-11-09,12.88
1987-11-10,12.86
1987-11-11,.
1987-11-12,13.04
1987-11-13,13.01
1987-11-16,13.14
1987-11-17,13.04
1987-11-18,13.00
1987-11-19,12.96
1987-11-20,12.92
1987-11-23,12.95
1987-11-24,13.02
1987-11-25,13.00
1987-11-26,.
1987-11-27,12.93
1987-11-30,12.89
1987-12-01,12.94
1987-12-02,12.97
1987-12-03,12.98
1987-12-04,12.95
1987-12-07,13.00
1987-12-08,13.05
1987-12-09,12.99
1987-12-10,12.94
1987-12-11,12.94
1987-12-14,12.89
1987-12-15,12.91
1987-12-16,12.95
1987-12-17,12.90
1987-12-18,12.90
1987-12-21,12.94
1987-12-22,12.96
1987-12-23,13.00
1987-12-24,13.00
1987-12-25,.
1987-12-28,12.92
1987-12-29,12.82
1987-12-30,12.86
1987-12-31,12.75
1988-01-01,.
1988-01-04,12.88
1988-01-05,12.99
1988-01-06,13.10
1988-01-07,13.05
1988-01-08,13.09
1988-01-11,13.02
1988-01-12,13.03
1988-01-13,12.99
1988-01-14,13.06
1988-01-15,13.13
1988-01-18,.
1988-01-19,13.08
1988-01-20,13.04
1988-01-21,12.99
1988-01-22,13.03
1988-01-25,13.05
1988-01-26,13.04
1988-01-27,13.05
1988-01-28,13.05
1988-01-29,13.08
1988-02-01,13.10
1988-02-02,13.10
1988-02-03,13.03
1988-02-04,13.07
1988-02-05,13.06
1988-02-08,13.11
1988-02-09,13.11
1988-02-10,13.06
1988-02-11,13.04
1988-02-12,13.11
1988-02-15,.
1988-02-16,13.09
1988-02-17,13.08
1988-02-18,13.07
1988-02-19,13.07
1988-02-22,13.03
1988-02-23,13.03
1988-02-24,13.03
1988-02-25,13.03
1988-02-26,13.02
1988-02-29,13.06
1988-03-01,13.06
1988-03-02,13.06
1988-03-03,13.07
1988-03-04,13.07
1988-03-07,12.97
1988-03-08,12.85
1988-03-09,12.87
1988-03-10,12.93
1988-03-11,12.90
1988-03-14,12.89
1988-03-15,12.92
1988-03-16,12.93
1988-03-17,12.94
1988-03-18,13.00
1988-03-21,13.00
1988-03-22,13.02
1988-03-23,13.02
1988-03-24,13.02
1988-03-25,13.03
1988-03-28,13.00
1988-03-29,12.96
1988-03-30,13.05
1988-03-31,12.96
1988-04-01,13.00
1988-04-04,12.96
1988-04-05,13.09
1988-04-06,13.09
1988-04-07,13.16
1988-04-08,13.12
1988-04-11,13.17
1988-04-12,13.22
1988-04-13,13.26
1988-04-14,13.20
1988-04-15,13.12
1988-04-18,13.10
1988-04-19,13.17
1988-04-20,13.16
1988-04-21,13.16
1988-04-22,13.20
1988-04-25,13.23
1988-04-26,13.20
1988-04-27,13.27
1988-04-28,13.22
1988-04-29,13.21
1988-05-02,13.30
1988-05-03,13.28
1988-05-04,13.28
1988-05-05,13.27
1988-05-06,13.28
1988-05-09,13.25
1988-05-10,13.26
1988-05-11,13.24
1988-05-12,13.28
1988-05-13,13.25
1988-05-16,13.26
1988-05-17,13.33
1988-05-18,13.31
1988-05-19,13.33
1988-05-20,13.37
1988-05-23,13.36
1988-05-24,13.34
1988-05-25,13.39
1988-05-26,13.39
1988-05-27,13.39
1988-05-30,.
1988-05-31,13.47
1988-06-01,13.51
1988-06-02,13.59
1988-06-03,13.58
1988-06-06,13.60
1988-06-07,13.60
1988-06-08,13.58
1988-06-09,13.59
1988-06-10,13.62
1988-06-13,13.61
1988-06-14,13.68
1988-06-15,13.77
1988-06-16,13.76
1988-06-17,13.85
1988-06-20,13.82
1988-06-21,13.82
1988-06-22,13.90
1988-06-23,13.97
1988-06-24,13.98
1988-06-27,14.17
1988-06-28,14.08
1988-06-29,14.14
1988-06-30,14.07
1988-07-01,14.14
1988-07-04,.
1988-07-05,14.12
1988-07-06,14.02
1988-07-07,14.02
1988-07-08,14.02
1988-07-11,14.07
1988-07-12,14.07
1988-07-13,14.06
1988-07-14,14.09
1988-07-15,14.10
1988-07-18,14.08
1988-07-19,14.06
1988-07-20,14.06
1988-07-21,14.04
1988-07-22,14.06
1988-07-25,14.06
1988-07-26,14.11
1988-07-27,14.10
1988-07-28,14.14
1988-07-29,14.17
1988-08-01,14.18
1988-08-02,14.16
1988-08-03,14.17
1988-08-04,14.17
1988-08-05,14.19
1988-08-08,14.16
1988-08-09,14.17
1988-08-10,14.19
1988-08-11,14.17
1988-08-12,14.14
1988-08-15,14.15
1988-08-16,14.12
1988-08-17,14.19
1988-08-18,14.20
1988-08-19,14.22
1988-08-22,14.35
1988-08-23,14.30
1988-08-24,14.29
1988-08-25,14.23
1988-08-26,14.28
1988-08-29,14.28
1988-08-30,14.32
1988-08-31,14.36
1988-09-01,14.41
1988-09-02,14.44
1988-09-05,.
1988-09-06,14.39
1988-09-07,14.38
1988-09-08,14.40
1988-09-09,14.43
1988-09-12,14.40
1988-09-13,14.43
1988-09-14,14.44
1988-09-15,14.48
1988-09-16,14.51
1988-09-19,14.52
1988-09-20,14.49
1988-09-21,14.56
1988-09-22,14.60
1988-09-23,14.58
1988-09-26,14.60
1988-09-27,14.57
1988-09-28,14.56
1988-09-29,14.54
1988-09-30,14.55
1988-10-03,14.56
1988-10-04,14.56
1988-10-05,14.59
1988-10-06,14.57
1988-10-07,14.56
1988-10-10,.
1988-10-11,14.62
1988-10-12,14.70
1988-10-13,14.67
1988-10-14,14.72
1988-10-17,14.73
1988-10-18,14.74
1988-10-19,14.76
1988-10-20,14.75
1988-10-21,14.75
1988-10-24,14.78
1988-10-25,14.80
1988-10-26,14.82
1988-10-27,14.88
1988-10-28,14.87
1988-10-31,14.97
1988-11-01,14.88
1988-11-02,14.89
1988-11-03,14.90
1988-11-04,14.95
1988-11-07,14.99
1988-11-08,14.98
1988-11-09,14.94
1988-11-10,14.96
1988-11-11,.
1988-11-14,14.96
1988-11-15,14.97
1988-11-16,14.94
1988-11-17,14.95
1988-11-18,15.06
1988-11-21,15.06
1988-11-22,15.02
1988-11-23,15.00
1988-11-24,.
1988-11-25,14.99
1988-11-28,14.98
1988-11-29,14.95
1988-11-30,14.95
1988-12-01,14.90
1988-12-02,14.87
1988-12-05,14.95
1988-12-06,14.97
1988-12-07,15.09
1988-12-08,15.00
1988-12-09,15.05
1988-12-12,15.05
1988-12-13,15.09
1988-12-14,15.04
1988-12-15,15.03
1988-12-16,15.06
1988-12-19,15.01
1988-12-20,15.06
1988-12-21,15.03
1988-12-22,15.04
1988-12-23,15.03
1988-12-26,.
1988-12-27,15.03
1988-12-28,15.09
1988-12-29,15.02
1988-12-30,14.99
1989-01-02,.
1989-01-03,15.02
1989-01-04,15.08
1989-01-05,15.05
1989-01-06,15.07
1989-01-09,15.10
1989-01-10,15.07
1989-01-11,15.05
1989-01-12,15.06
1989-01-13,15.04
1989-01-16,.
1989-01-17,15.09
1989-01-18,15.09
1989-01-19,15.11
1989-01-20,15.10
1989-01-23,15.11
1989-01-24,15.12
1989-01-25,15.13
1989-01-26,15.09
1989-01-27,15.12
1989-01-30,15.17
1989-01-31,15.18
1989-02-01,15.20
1989-02-02,15.18
1989-02-03,15.18
1989-02-06,15.23
1989-02-07,15.20
1989-02-08,15.20
1989-02-09,15.19
1989-02-10,15.19
1989-02-13,15.24
1989-02-14,15.22
1989-02-15,15.20
1989-02-16,15.23
1989-02-17,15.19
1989-02-20,.
1989-02-21,15.29
1989-02-22,15.35
1989-02-23,15.30
1989-02-24,15.30
1989-02-27,15.33
1989-02-28,15.35
1989-03-01,15.35
1989-03-02,15.34
1989-03-03,15.31
1989-03-06,15.32
1989-03-07,15.34
1989-03-08,15.32
1989-03-09,15.34
1989-03-10,15.35
1989-03-13,15.38
1989-03-14,15.47
1989-03-15,15.43
1989-03-16,15.49
1989-03-17,15.52
1989-03-20,15.53
1989-03-21,15.53
1989-03-22,15.52
1989-03-23,15.54
1989-03-24,15.50
1989-03-27,15.60
1989-03-28,15.66
1989-03-29,15.64
1989-03-30,15.64
1989-03-31,15.63
1989-04-03,15.62
1989-04-04,15.58
1989-04-05,15.64
1989-04-06,15.64
1989-04-07,15.67
1989-04-10,15.71
1989-04-11,15.69
1989-04-12,15.74
1989-04-13,15.71
1989-04-14,15.69
1989-04-17,15.71
1989-04-18,15.70
1989-04-19,15.72
1989-04-20,15.72
1989-04-21,15.70
1989-04-24,15.76
1989-04-25,15.80
1989-04-26,15.86
1989-04-27,15.84
1989-04-28,15.86
1989-05-01,15.86
1989-05-02,15.92
1989-05-03,15.94
1989-05-04,15.93
1989-05-05,16.02
1989-05-08,16.02
1989-05-09,16.05
1989-05-10,16.05
1989-05-11,16.09
1989-05-12,16.04
1989-05-15,16.06
1989-05-16,16.05
1989-05-17,16.09
1989-05-18,16.12
1989-05-19,16.12
1989-05-22,16.28
1989-05-23,16.24
1989-05-24,16.31
1989-05-25,16.26
1989-05-26,16.18
1989-05-29,.
1989-05-30,16.33
1989-05-31,16.28
1989-06-01,16.32
1989-06-02,16.28
1989-06-05,16.29
1989-06-06,16.35
1989-06-07,16.29
1989-06-08,16.34
1989-06-09,16.42
1989-06-12,16.49
1989-06-13,16.50
1989-06-14,16.49
1989-06-15,16.51
1989-06-16,16.43
1989-06-19,16.42
1989-06-20,16.42
1989-06-21,16.47
1989-06-22,16.43
1989-06-23,16.46
1989-06-26,16.49
1989-06-27,16.44
1989-06-28,16.47
1989-06-29,16.43
1989-06-30,16.49
1989-07-03,16.36
1989-07-04,.
1989-07-05,16.29
1989-07-06,16.30
1989-07-07,16.24
1989-07-10,16.32
1989-07-11,16.33
1989-07-12,16.39
1989-07-13,16.38
1989-07-14,16.38
1989-07-17,16.50
1989-07-18,16.44
1989-07-19,16.49
1989-07-20,16.49
1989-07-21,16.52
1989-07-24,16.57
1989-07-25,16.55
1989-07-26,16.47
1989-07-27,16.41
1989-07-28,16.45
1989-07-31,16.44
1989-08-01,16.46
1989-08-02,16.43
1989-08-03,16.50
1989-08-04,16.57
1989-08-07,16.62
1989-08-08,16.56
1989-08-09,16.57
1989-08-10,16.57
1989-08-11,16.63
1989-08-14,16.65
1989-08-15,16.62
1989-08-16,16.62
1989-08-17,16.68
1989-08-18,16.80
1989-08-21,16.62
1989-08-22,16.55
1989-08-23,16.62
1989-08-24,16.62
1989-08-25,16.64
1989-08-28,16.70
1989-08-29,16.67
1989-08-30,16.66
1989-08-31,16.65
1989-09-01,16.69
1989-09-04,.
1989-09-05,16.74
1989-09-06,16.72
1989-09-07,16.76
1989-09-08,16.74
1989-09-11,16.77
1989-09-12,16.74
1989-09-13,16.70
1989-09-14,16.77
1989-09-15,16.82
1989-09-18,16.80
1989-09-19,16.80
1989-09-20,16.77
1989-09-21,16.77
1989-09-22,16.80
1989-09-25,16.69
1989-09-26,16.69
1989-09-27,16.70
1989-09-28,16.74
1989-09-29,16.69
1989-10-02,16.67
1989-10-03,16.86
1989-10-04,16.78
1989-10-05,16.77
1989-10-06,16.80
1989-10-09,.
1989-10-10,16.85
1989-10-11,16.90
1989-10-12,16.86
1989-10-13,16.86
1989-10-16,16.80
1989-10-17,16.78
1989-10-18,16.80
1989-10-19,16.81
1989-10-20,16.81
1989-10-23,16.82
1989-10-24,16.77
1989-10-25,16.81
1989-10-26,16.82
1989-10-27,16.85
1989-10-30,16.90
1989-10-31,16.88
1989-11-01,16.89
1989-11-02,16.91
1989-11-03,16.91
1989-11-06,16.91
1989-11-07,16.88
1989-11-08,16.88
1989-11-09,16.90
1989-11-10,16.93
1989-11-13,16.93
1989-11-14,16.89
1989-11-15,16.92
1989-11-16,16.90
1989-11-17,16.92
1989-11-20,16.95
1989-11-21,16.92
1989-11-22,16.91
1989-11-23,.
1989-11-24,16.92
1989-11-27,17.03
1989-11-28,16.98
1989-11-29,16.98
1989-11-30,16.96
1989-12-01,16.97
1989-12-04,16.98
1989-12-05,16.96
1989-12-06,16.95
1989-12-07,16.94
1989-12-08,16.94
1989-12-11,16.93
1989-12-12,16.93
1989-12-13,16.92
1989-12-14,16.93
1989-12-15,16.92
1989-12-18,16.94
1989-12-19,16.93
1989-12-20,16.94
1989-12-21,16.93
